from_address,ext_in_all_hash_cnt,ext_in_all_date_cnt,all_method_cnt,all_to_addr_cnt,ext_in_all_week_cnt,ext_in_all_month_cnt,date_range,days_from_start,first_block_date,first_transaction_hash,first_to_address,first_method,last_block_date,last_transaction_hash,last_to_address,last_method,total_fees,in_amount,out_amount
EQCdVMxaPFcpymLWEoUzTBRgc-vo4fdoAbh0GonRQAt6BMFe,97,31,7,39,17,8,188,210,3/25/24,wg9eC/1B7OhhjyRJGG/hA5f/RLBwao8Y6aRz2LB3m+0=,EQDN8qXAXfmTUq8PhTDxGe11Q-t3ynrGnmruCfm8kHAjDw85,0,9/29/24,VRqGAuauxSBokwKKZCqZPEV03r51yoZ9oDpLVtUkmPk=,EQBp1D77qPcM_s5b58o46ICFLTDLpWN-F7vaYMFadIyRQuYP,0,0.39541512,892.1773643,891.324318
EQBD5x671OzRNWfcwTeOX-tsFHSjLS9M7O_3Uiq44LWS9Ll4,6,3,3,5,3,3,94,210,3/25/24,ugil1LCvevSXEoK7bn7U+LPxvQsOaqDrgNVTjx9cpqg=,EQAJu5WESfOoTuJSaKx4_R6CAsLAoG-pDfAeiaqeR55OMPwE,0,6/27/24,EfEBwOhxmCnLyFyj3svaa8Pe+P/JHQvMZWF03JQ+xcg=,EQDQHzwNZied1Pa5TQo8DPuVkxdRLnUvQikQt6eUR2hWtT2N,0,0.037830268,0.443977618,0.389439648
EQCiLoFLkPfkfymy4P6C6BlcfdT6P9ZGRJK0MtbulVyNgnrB,21,14,5,12,8,6,191,210,3/25/24,hPbxA25e2hp5IVTuQvKxqbNaRUID/+Mr5WEPeaogGBw=,EQABBSIk0EWTfnPCyeibv5xX2lMHusnXFYI5vXtpJOpLujCa,0,10/2/24,pAWLULxmUuXUa63fwWPZf6w2ApOGcEJAorQ4UCaCTck=,EQB56q0CrREUmT2GVpeZig4fzVocJd6SS4NmmoqqnxnrUchm,0,0.105504398,4.437093597,4.131391663
EQC_5GaRufeowZaNe4gQ-n6oMSTqthoyC68rjtD56obCOXEM,125,73,4,9,15,5,143,210,3/25/24,B4TLpjhSoD+mqLOkvAFTgQqRNHcLBxVJNIO48bTVGqw=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,8/15/24,G5IBMddSJUre4+w9PsfDkyxl12JstVw+mAOOwKMfiUg=,EQChB2eMoFG4ThuEsZ6ehlBPKJXOjNxlR5B7qKZNGIv256Da,1628779796,0.408776248,29.64690918,29.1251
EQAyQcIicadVpi6aPLtz-JjXpSjvfGqIelzRPkxNP-Uwm5UE,7,4,2,3,4,3,65,210,3/25/24,0/qQm4imkB5eC+pgnPRqfVkIgCxXEEcG/4TJQBVAIOc=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/29/24,ThO5wmcvHPT5LHBkUhHkPoGrah3U5NxzyZLsGjHAwR8=,EQBpq-U1TyJKiDlrS8kSQ3R-SELqIWRAZ--YWWSCxTz5kg1k,0,0.034936954,1.149699891,1.10851258
EQBaTeUq2DE26Anjzupnx_5uXcpRP6HVTE5dKrIQ39exy1Vl,35,20,6,23,13,5,188,210,3/25/24,TygLn/CJtyR//x+MYYVfajp9WOpl9oDbwzYADG72zeg=,EQDlePcrswTujvEpSjPZrcw0VK8AfOhMhLjxHaRUKNhOa49p,0,9/29/24,wjMlT4pfYgAZ9RhqdtinwLqd48CXF3vvHh3zge9mUpo=,EQD-jP8E5q6n8GGOjIVQvq9JmTlQ25XLZQdGuWZfQ90Tjae8,0,0.115818157,23.70783351,23.1012
EQCq_q3taA5Q1pSkiEQnZWDH15DXizOaBltig7tg1oHTAhgY,15,8,5,9,7,4,149,210,3/25/24,CsFZQ8+NS7yCWqddNGUhMjA6EngWuh6p5K77d5ioLsk=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,8/21/24,rW6pxED1I1AlnD/q7YzY2oqnj6WBAaPP/ynKjgI3Deg=,EQD5vcDeRhwaLgAvralVC7sJXI-fc2aNcMUXqcx-BQ-OWnOZ,0,0.070182792,2.084083808,2.006791091
EQCzUU21nmEXf7FE6wGYuBYKXo3S4U7Rs2cczewNYvYqb3ZJ,7,4,3,5,4,3,81,210,3/25/24,L4lhRO60aIcwOXh2uhOv181qhERpVe+SfECnUlS+AWA=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/14/24,YuLO78t3Kl8Gvwa4Zfblt1cqCREgd2yOHBABRnoEilU=,EQBdXtRR4l4iX7k6S0oSeBU6LwoJtkM1HbqVKfkQLVwj5_KP,260734629,0.061809316,13.37821016,13.049
EQCX7cmbcs9zOkdn2mbGZ1UFmtwu1iEZx-0P_FcC6NaXJ8Qg,24,11,4,20,7,5,187,210,3/25/24,X6vYBEr1dOxkh+g7+mB+g3oDHFECX8SugzW6u4Col+k=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/28/24,sU8/48muP2+fBIIwrz0A2/IDUfqCV9tIGIhh0krZVqE=,EQCaX48rOkbtjQqnCLrZTjlhRP_fqDh4Th70oam-122pdGXE,198856213,0.110042306,2.405678719,2.080532447
EQDurrg0c-sBDBXUz_ewQKEzA0n383-0v9s99xx71NpcM6ln,86,14,3,29,7,7,195,210,3/25/24,HBjNQw7W2qOvZTdex5q+7BQ4G+UfzU45iBntSGa0ifU=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/6/24,/l3zfE6mXNT/6zPSxgmdoWJvqewxUAwQjD/FMo5xd7A=,EQB2hVMgr1fsFjylAsTHLiw2R9vlZW2NNvdr-GR66vR9WYPb,0,0.821679296,190.2966907,194.288373
EQBaq8YbzGfgeYQ0nxDM14gHBobLgCbX0SSBP_d8iLdb15YG,17,10,6,11,7,5,163,210,3/25/24,aaIPOdWMO7LUN25TZ3H7iW+xbXO7zdUOm0uWPH+hP9U=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/4/24,dbbrKBe2IjFx93IGCMUQqt4fZ+pGZBy0CfR99MhsLp4=,EQDvzR8avUM1kmsjWvhTLPP-yCCQWZjg8U_WWzLURyltNG8y,0,0.110316428,4.383611448,4.15596551
EQD8JoVbY3fMEFQ7naV4lCUOyen9oAocGJeA_D7OzYfo6qp6,18,11,5,8,6,4,68,210,3/25/24,NRUw5ME7JV/Ciw7lm64yznOIfn43hSa9HKmG6BVq5R8=,EQA035tcp1Ve6qrbveZN9YnajQK0r6qxuxezrjQwiJzk570T,0,6/1/24,aWT1yeJ4iwmr3nkOrKWG3r9JOOeHrNYmwAradh2n4cE=,EQBlZTGf3GjOj5WmMJ68_uX7XYCvJxBlExWAW5M3k1pa45xJ,3106497952,0.11027343,8.801348651,7.150691143
EQDsjpS-tCo6xnmj64_Q5gtoCug65v30X7Vq7uNCnGM5icqX,21,13,5,8,11,5,184,210,3/25/24,7s1Mz18cTFb9YX6K7I0fdZBUCjByRbYHN+wKdB0NoFM=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/25/24,CyxYApFuosrKAjDH8da0rIp6mZYU/a2zu4UO8GLh/oE=,EQAPzPdUdLbTChBjcqqi0INC8SMS5n8sUD2m_UvZKDkhyRTh,260734629,0.086820156,32.27000167,31.53101
EQDSsxe5rvQyWhMFSTW0rK3_hTnhljSoS2hq-R8VHKePwrZw,3,3,2,2,3,2,52,210,3/25/24,WqOxWGR/J3fntNm7Q1a1S09XVoAzUQfSbh7qCEwzffU=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/16/24,2i479liwuMtzN2FDjD4nMpWpMMSmGGz+drLUh7EddMA=,EQBJhLc21icLtFmo0JZQZ8KTRmIKKxiSftpTtW6qdsE6RHhi,260734629,0.021280481,0.8800944,0.17
EQAyqlTCGtxdKH-B6ExWKXAayMSblY7wrI5mm7m2IZqmeDvP,7,3,2,5,2,2,53,210,3/25/24,K2J+RKF8ihj+3Rf+RlzdLgge3rYl9QDGrermhUFUABQ=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/17/24,zVrL+7+HWKrN9eyX1nNwGZeWL049a7Q/2fthLa8F2fA=,EQDuu6hzPV9QT7Ifs4Ma_EGYen9eGtfuwfE9XvYi94_SKchu,260734629,0.036124668,6.023243368,5.818686794
EQBfNGhR7eKH_6mFjGjDib5Dw4hKAOvK0-nVV09jB3yahDtS,15,10,3,8,5,3,159,210,3/25/24,A385p/69/RritNAhT7FV1TRYl2fYHmzizi3BhQJ1fNk=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,8/31/24,mlcWb2PqehHrLF6A3PUgadbUyuIa3iqgP1vlRZPd+QA=,EQCQ-6Lbo9YqgJVcnbCJfvEYN87aFnolbujGrrRewuhy8OMS,0,0.075815578,1.627022454,1.538600186
EQAz3HUYxOIqnr8W8UrPnhzzvSm-UvtbYmlpFlEFWSZkIB4C,15,4,3,11,4,4,190,210,3/25/24,X2YBfEXsAxiCJu6Yl04yvsbB+ND7FGU0YRlK0AcUy38=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/1/24,MWO2Jp5HQJmEZ1Ec6vW2vDREZMzh/BNgZKOx4OtLPtU=,EQAzBwJr7TSHrnjwy6BnAFpzXXL6Bpf0QvWs4GuZ0Q3vz_PQ,260734629,0.094409919,4.786641735,10.927
EQBSq5PO4xxl7DPmoakvcsrwShBGsOpXwbKseTPWKYDKXNNk,20,16,3,11,9,5,113,210,3/25/24,VSjOnDtcf4pqXdI/oirgs05NGBHwP7e0/mF3is8nSM4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,7/16/24,dXfGqOQlA4UP5lsHGz9Gpn35LZ7TdE09y8YGUZHdRFI=,EQARZxhi1bUv_hwYWxp_hPVZbKiAaAJKvSlK_y9q18JtIQqp,0,0.065309065,2.632619144,2.559224758
EQDFvZ1KwrTN6AvLkhbTTKv_6npdw_O2dtH7NIRfM4HY92xe,48,21,7,18,12,6,141,210,3/25/24,QUDuN5zjNWpEfsibvHntoaTmRLaLk4PkBxZxr3sGwRw=,EQCCHnLnZ0Y4VWS4g1eQZ9Gx1yr2t3HT_NrKTJgqLoXxFO9I,0,8/13/24,m+9j+ZVqa0souXAy+bI4P3yZP+k84myWjBYXowgmY3c=,EQDa4VOnTYlLvDJ0gZjNYm5PXfSmmtL6Vs6A_CZEtXCNICq_,3926267997,0.289011751,3768.097793,3766.050702
EQC_GZNZYUO9hklQjanemAU6lTQVuJf-N1tvXpIRDwyEzhUa,195,96,8,22,23,8,197,210,3/25/24,lMJ59itrjwa2zb2HC4eQSnX5wqy7sl0Co0HvdHIzZjc=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/8/24,wCD5iqOoiBdWJ1mch3F+n4R78zTwLou/eG5rwcNyuC8=,EQAsd_A820IPknzcFEN0tXHGkCc0x-EoE1ILvQP7D90qJf3s,0,0.639502071,30.70546204,29.78695292
EQDGsT-dcy6lZm4Aw2q5b5HwI0mAPA-H2SjEfnfN3Mymqks8,39,9,4,25,4,3,74,210,3/25/24,IXP4NeAn83yopV68GJ0Jn+/T7F3KAzLEjBP3S9RcFko=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/7/24,mQzX7Mrd4SnOcwfsZz3P/aLun7YdO+yPbieeQUHL6m0=,EQC7dyKuqCCgXBAXxA2Z1GT5DuqK0hrebJYPlddXAE58jmcJ,0,0.36131694,42.02621336,41.608
EQAvLnDzBbUSkUe0x4yu_9riO7zW6Qqf1bsgzc2n4R7zZV5l,15,6,4,8,6,4,135,210,3/25/24,cImbMPjUSgtJeJwzbGZGm6IFnZ/wMqwrKNETGyokojk=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,8/7/24,+6B91IkEGvK3PcH5Vw8wUGqO5UGTA2wsVbbL7+Y4Z8U=,EQCmCU6_0FNwkSKoZH1H4q7gq7mdDF1vVRl9j9ElIT-NRwhO,0,0.08006589,2.275098838,2.087
EQAB-hPryjlVPjMQpquUJmXZ8EgHCBM6iKso_MrkB08nU_wd,4,4,2,4,4,4,144,210,3/25/24,FgtaOZJFRBwShQeRDq9BmIlhrZcbRZRZWh9Nf3ZDMFQ=,EQCNUEyktkbslyRgPsq2HXodqZLIYGm6rLApChq7sV02ENyf,0,8/16/24,yUKIGYNCsDqGNSOjBTHKS9ApARaWq8+EyGqG85+wUv4=,EQBqfVYpBrgJW-7IyyJTBwVrrqbO1AQ7cSYMabbw6l4yPeIF,0,0.028361084,9.631463859,8.281
EQAdjgMpdlVYMmKKt26cH9nwH_rNsARBco9y4hXavEPgxmmJ,7,6,3,6,6,3,73,210,3/25/24,QCSeLpm59lqaHZBO0JHRXpBBqlp/4HGmuNZWmpbwj0Y=,EQDN8qXAXfmTUq8PhTDxGe11Q-t3ynrGnmruCfm8kHAjDw85,0,6/6/24,IHTC/tJFhggI8g9JZ2cVNTFgHbSWJua6BmOvNgif/90=,EQBGSZXuYdjNAFCCK7JyAlFvJZdtRLcJHrZ__LdXFBlHG8wf,260734629,0.040682889,0.720983101,0.52501
EQAqYmbc-q_65Pb4Fd9XaPUgrcv8AWFZ5LN2zTNRS5xMhBG4,8,5,3,4,4,4,68,210,3/25/24,eXgUlQ+byHe41VqCO59TQR3Rg9Jdh/qM9eNpQfU4Ags=,EQBPlHjPochmsAPqd3qK8GgYF-w_k9eUV8TSZjpPSRHpVQjN,1607220500,6/1/24,AbKvTHhaKKgZNhthmHMpm2cD4+9i+vQ4WEF5sb4WCmY=,EQCyH28Ih4JtOnhdIM7yM22-0JXkRT7BSr3tDm1WJXQW_yhP,0,0.045074704,0.494720125,0.446167749
EQA0mxTbZU5yr_DBqP9CdZAooYGGr8gPBZ-VjuIvwor9ITKh,4,2,2,3,2,2,97,210,3/25/24,YD34FT1wvhCsgf/Jc1f1ktNY0u9TjDLeBoQtMTEdkJY=,EQDh8Qalnw1elzyg1gVEK_CnTNQDXM1RyD6ZZkBI0JKJYIcC,0,6/30/24,2Yi6lxUHNRSKWKMKyUjqxS7BS+TCN3wifZx2EHEVZCM=,EQCicC98tNM7udPCIVaJreVsakVdz9AllUXHkrL8X_rngdhP,0,0.024412628,2.334083187,2.301
EQA94E8LYrUMzNsNETM7wXIKXlzW52AW_7iFlCWrclr38Fvw,90,33,6,34,16,7,185,210,3/25/24,kK6OdN6rRJ5aDKf2AGmejwxWgcZJ5f1LEalt7U7fxhg=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/26/24,QU3XEwCjciXUhO9NNbuWP/CT5uKJHEY9dl5MJ+XQ5G8=,EQBzwJlxl3LR_k0NHdC5sp6GnAdwUVQ3WqaOkjmlmtrwlW7P,0,0.373971355,90.53663969,90.02670058
EQAV7jhybdLF1cBht9NlC2gnjE5zLEvoXKlTcBzk56v_TYh9,147,74,15,43,24,8,202,210,3/25/24,H3pmmZ2LaQlNowmnleogKkM63/BLhzZJUDzWl0TS0fI=,EQA1xuvAiPdPI7fapMmxBpTbV0Dl3bygS45t3JDs-7m40pMf,1354793425,10/13/24,X8xKWdaphu74L4vwWT9LTokInnOLELIf3fuvP0bMdyM=,EQB71OBhikfNAFktyIYeNOvreiGvPK5qBMK0HWg_tUWHyFYL,1699364067,0.491383028,50.60984498,49.6267
EQDpM6lo2SNfFuk65ryGeRyeo8F2WEb_GqgqEOjFtrP7iSoj,20,14,4,10,9,6,194,210,3/25/24,IYj/ycL9KsUrLEL1r/1QRLoIkuM4j+Rx+q04QPZZIj0=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/5/24,8ULUg1Ew2sTStaEYmp67BqrrX6vWAheJP9svzy6p4Io=,EQDo_mbJsbuOBL3XvwShGne_uemk1VdxH_F_hbYJtVHt8MdC,0,0.110174211,20.69732837,20.13548251
EQCavgmv5u5xlDH0v6otSynXWhMyZK6isEmAdF0ONSdSo83Y,39,23,9,28,14,7,188,210,3/25/24,g6XOQ8JeQG2TAs90JOUlnF3gf/J4RGdM105L+utgwXg=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/29/24,0c0nxhrsJiFFRtLNyGQG6EVadjOBPHQikaIb2MtqUTc=,EQDbkNHhuQooWUrDm4Ie6fY09SmfdsMLRYtGKZ_hWRa56kYx,260734629,0.271411982,30.13272897,28.8978616
EQDsTLzpqwtvE-2cueXOWDzMFQRGSUkhFQwNPfjSSHH1aid4,10,4,2,4,4,3,0,210,3/25/24,QOZhq0qHjNXcwQZ/y0CPimbWvd2jE4LYQHu4ww7/Kfk=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,3/25/24,DW2vhv882EIs1RhMk7Bq9GUGhfgx+jgXxwN2xlMYrfo=,EQBVUCldFQukfy3CT540LRQKVNwOkXvXUNs_k0LyvGEDbXE5,0,0.08979115,17.24107127,17.047
EQCOVEWTOPBTyTlqeUgNNKIQNwyRXDiAhwbhTAN2QXArC96s,4,3,3,4,2,3,68,210,3/25/24,xGaHThX8sH8Jzs67DpBOReFAQWnJWqeFxAFrOGLtppY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/1/24,qg5rcXghlwGKyzQ5YDxWZ3koj1G99U8mgOzvavc1vwU=,EQAQI2SnFoj1E9PBlHgzfyVj68L79ahY0ybj7c6mnFAWRuow,260734629,0.027381834,0.786418144,0.408
EQBR6GaUG5KPoRyBDkcr8mMBJoONh1_miH97QCtNQcL7DopL,9,8,2,6,4,3,80,210,3/25/24,rtw/5ALURpN6JUhmDrc3RGK0+PI7IcZf/7dJanxTu9E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/13/24,X9mKmUw9g7chVpvCymQ8MAdGmj5aOYYnQGxQWQjZpiw=,EQChfJKqRrIQFtSJnd7hne30l-nfHX9eW73_O1k8p677kPxZ,0,0.048505128,0.93663861,0.877
EQBtiLtSoumxkb_rgqLLSOjdWZ2oRToKKgsW-trmUfbxI5hZ,11,3,4,6,2,2,54,210,3/25/24,llLNJyIblPnBNPF6gXwMA8zbK9GssK1EkoLhSnXpm+E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/18/24,icACajPUtI/3AGTqew+a+YS+sytwQNgZaUwL32KGd9o=,EQDPdc_4fwitgOnrxfk0h8vBOyu4tVasCa8I87SkE9hVtsgf,0,0.076464966,14.0596766,13.96
EQD-MfE0CGJLgQsLv3E1R_Qmos5o56FltQb-gyD32rRwcI8i,4,4,3,3,4,3,193,210,3/25/24,0owiBQLPGyMHI820f9pcLlLb3eSCBl2A8RHLoZWhmuk=,EQA8Mpk4hHZhJ7atHubqH229CLixM8ZJqmQC4OtbZnHxh70Q,1607220500,10/4/24,5yydZBTtckLId74xx9dLV2usLUAu4uNDt37FkeMGW5s=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029770475,0.400273721,0.36764829
EQD3zVL2BKHL4X0M44B9ZwHxmT6Yr6hDqWv10RNUelwU1MP3,54,26,7,18,11,6,178,210,3/25/24,7Mem3jOGi7tXVr49/sI2sOGcQBDKPgCL/6yuQrK0EWA=,EQBE88Ul5H88FChNiv_dUTDPim1Es2esO-8ATxu9d8s0VQLA,0,9/19/24,SaERMjqXCO9b6nvTo4SYFARe17zTuuJ6rxn/byO90no=,EQAGOzsGw55vaj59bHiF0U-zg8FveKmWvYvJ_U-15ETWRGm6,0,0.183860802,9.694444679,9.459368439
EQCfWCY7W3uszQOekHoF-A_WDBohnU_f6LRaRlCMvUWCBwb0,10,7,3,8,6,4,186,210,3/25/24,RGwKBdf4dJXwYGMoHIFzb5igMsXyQdwk8B18FfQOrVQ=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/27/24,kLEceAXkKB6unSIJ/u7uH5u6HfCjiwXzPBqBDBAZuWo=,EQCYFxzXTIBqmjBa75E-VTgh2UHDusGZI7fjEsP2Yl_oGwbn,260734629,0.048369048,2.438957429,2.169
EQCofdXAWUQdiJyPwl0Rh2HWCssFF-9SO8ia7XXbdxGWJUaG,158,42,3,69,14,7,163,210,3/25/24,wC2rw8koYam0jmCGmRqKpKYa7RDogzE3V8oCiKzIXNk=,EQAOarnndbOumHiLXC0avqebBJvzk0ZeDq8pJMyOJtNHpX0p,0,9/4/24,V2ySWy4ZxFO/7BF2s4Cjf+6Md4URTGHyTfD5eu/l4qw=,EQAKr04Ooyyr8GMQ1wmdMDaGDhk8mZ4zRHD6McCGyvu-nKiH,0,0.571098712,203.1974954,202.6622045
EQAgL_bnOk1LLLRSb6SRzELL0wUCQ1UJ-EriMl4pmo5HTWvi,26,13,4,12,9,5,141,210,3/25/24,5myloGNfWG6c827R967cP1D0TGLLdKYQdz9Q65WFwyI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,8/13/24,edejd3g9ynDTXp5kRRUUnl7SEFekw4M+x7VNAm63bAc=,EQCmCU6_0FNwkSKoZH1H4q7gq7mdDF1vVRl9j9ElIT-NRwhO,0,0.100611903,1.596388267,1.4743
EQCM8D5lzihG8uQ-dHQvh6dwlSsXtEg0GA88s-ZjuYUQ9uNW,42,30,4,22,12,6,200,210,3/25/24,7YPDSJatqvNscVsg3HlAtY9f5Xl7elhCLe0bGZert/E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,10/11/24,v6mHPOD//lSdUy7tFIxjiJqCBTkrjCMW5Zi3TmK3DUI=,EQDnvdPYqVHgM8NN60UcKilRaIM86z8fwPspnzdyeyAf9pB-,0,0.131717407,61.60084112,60.897
EQBo1rsxLb2BgBynRHnbxmyYo3tsCtnuOF0sg5yxqBiv34RF,6,2,3,4,2,2,56,210,3/25/24,g9dU/yuG6W9HL9wwLO6Z/D4AmaLjyFpIY5fazIHOLf0=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/20/24,sGcA0GUJZ35KtuRrDxTqx1aiI93kKIj6uqc0IZupCQo=,EQCwisKOyeDAqpoe-bHPHK4tVOgHmeAW1M58m_JvPmt0feQ_,0,0.04967924,6.825912804,6.728
EQCutvXf3vD4BVh_MQSCD_4md4qHeobeZSa_YG6l6exDvr8D,5,4,3,4,2,2,75,210,3/25/24,ItK0Zw75iL3j54lXpyqig9v3IrPZFCE60E6otlBH1Ds=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/8/24,tDlo2EqOUxCyOunrINNXxsMVmWvUbFhM4q5gMtkQ8jM=,EQDYy1tQGYWE7Z-O1TYDS-3hIn1RTn0sEyyr2ZOjPs4E0HUF,260734629,0.032899373,0.467547586,0.233571038
EQAsRkJPbjh04NwHSsYIN4VuSp53ALTHZlNwnxsOu-nZJKUF,16,7,3,7,5,3,71,210,3/25/24,Oati4otl8tZFJmBz11AztiOQxPuraHdg8LyF+1hZEkc=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/4/24,3Ru163Y/iQroXwq3xGc9jmCukO8ua3FjSLyQI/XsER0=,EQCWpzHKXx2MGEYYI7nMYRu5OpLaI6r03K3IrwXyfWMKfvhX,0,0.064126535,0.9510459,0.865
EQC3x3BT7H-PpXcJzedbFoB_CCKBtk_R2JeSGbe-I1xd-e7S,191,61,10,31,24,8,190,210,3/25/24,AVSlEsoScGp2mUpe1KBWGbcY/zn+x6wWfeXY5dsdBxs=,EQDa4VOnTYlLvDJ0gZjNYm5PXfSmmtL6Vs6A_CZEtXCNICq_,3926267997,10/1/24,FCv3so+1awFG8iuvHPn5nMI2JnpscaIaGgQz4ihhCo8=,EQB3zOTvPi1PmwdcTpqSfFKZnhi1GNKEVJM-LdoAirdLtash,0,0.889682003,431.0208229,428.9998011
EQC76C10kINTbYy6FYiZADftSK84Nuzw-jvSPtOV3jzbkwmk,29,18,4,13,10,6,191,210,3/25/24,unCdZ82srnJcHMJg3jdeTlZdv8eD1FfML8uDbdWEf0w=,EQDWdOEfXo-LMG1sSzfjS8IYlDnEN-nghN-pjExSoTxtryTH,1607220500,10/2/24,0JLN0mNXus1ooRK++x/7hnB1QdlcvfYngcVuJQc+8Nw=,EQDsIQzSpMIDXNCBRoRhPa40Besrtjy2mzl6uOpxM-VzIF8E,2149131086,0.15630523,143.9848291,143.7317345
EQCBFfbB5j9tbmC5SuTfapWkn0LOmNRZwful276XALIGFQ71,4,2,2,5,2,2,57,210,3/25/24,UAOwR5TIdJ+mnCo0MVXmsCpVYqkbeVFIkQYw7vYNDnI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,5/21/24,WPx//4P3E8ry879ChQ2L1QyJBhoJVK5S2aB91JuyMSw=,EQD8H0NR6cL6SP6UKE9IyVXt8rYgvVj8B3GplfSr05cDoMcr,1607220500,0.033645397,0.915871465,0.42
EQDyZm0hmoFdSn05h_RJ44i97MtxIZ_3L5JUh6xrZmabTcAT,93,34,5,48,14,6,165,210,3/25/24,r0ORpj6X5QDLNTYH9hF7lXTRikhYaSV62ZhedpQqnB8=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,9/6/24,ahbYHyRJ2eNKeKChOuVHXSGIEF8Us1kZqzUaMwVpj14=,EQA0VezVRwSGV77yPA-V-nCjsFgQgqmxNHw5SaMHkDlGy_iN,0,0.261105509,183.6527195,182.7741847
EQCUn-eJ5oLlZeqF6Qq7z9IO1iLuxmxZSf2E56oDqxhfKujQ,24,6,4,20,4,4,116,210,3/25/24,EDjhVnY1gVvyk4R0yquoK6AEwdbwlXTDvy1qJSzhudI=,EQBjVywEqz8QrLwk2xKM1NSWc48P5ousxxOu6p-pmiiGEel9,0,7/19/24,t2N2txiTOTs3BO4dih5TIHMt0y+w7DcBvKW3SQn2HD4=,EQD9lO7claIBzYGQeltBSTmwfu2H_P7cYeEhEnUAcXH3ri3G,0,0.146584453,134.7221845,134.5557175
EQD-dtYushpYErEbThQTVWJIoJH6x3aI3mpn3b7xF5drwgHR,66,34,2,12,18,7,185,210,3/25/24,i9mX13azM7ui/A0aMgVOz3gYB9sIPgGWAedRzAfC0oc=,EQAFNXe6A6avsHMqU8jY0HQuSFnPMjDxPdXAVVT4XarPpr7T,0,9/26/24,Dhl7wjlmk0HDgIU4qYM0qve8CkeGxdCRiNL+OdrfzNY=,EQCqnSVbwdUtNwnR8OkSu8YCtavmm8xz_cAYCc-MSyLokuN8,0,0.247048952,26.58509942,26.29637925
EQAcRXWiUaA9Vov-avjUgxZITcPc_En_KiEhKKIDiaWXF5kr,16,8,4,9,4,3,82,210,3/25/24,24DwOsrz0zwFDNzmdNaE8+EwCos7UFdkdcXv7QKiqPY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,6/15/24,Y6i6O7JNsnvvk8DqMBW/slf4PYbJ/PDZQH6YpMy5yFc=,EQD_fQHvGEUKznkU-g9MHTfNp1594Q6o_jcooMG5BjiEwdxd,260734629,0.095442191,2.300017585,2.038375193
