from_address,to_address,cluster_id,msg_hash,block_date,amount
EQC-3cw2oG3C7S2gk6R1XaH1f6e1ZXWypTD0zAFdXcFQ97gG,EQATwSeoHntEhCCy_LGHyAf61GE-R3rs2WtF7h7aLtymMYxr,EQATwSeoHntEhCCy_LGHyAf61GE-R3rs2WtF7h7aLtymMYxr,['9gxGSnD/orRiY2UU+kwVLOSZYTHACZ2cvg+Jl0j7GjE='],['2024-05-20'],3819
EQC-72P5ld03QgY7AmMUdwMrXohkDkJLAkeOoi8co6bH817L,EQDBZ0VLNI4o-PXNf6wcxxV4JNvmLOX3Edeo8eVX43x2OtdU,EQDBZ0VLNI4o-PXNf6wcxxV4JNvmLOX3Edeo8eVX43x2OtdU,['7v/REx/KAmE8tTvjvTM3o8wEZ0QHrMussn4zFCl7G8Q='],['2024-05-20'],4610
EQC-95xBjj0SR68HLGtMco94bfLdfduDZB9gzXUIDt_NpQBx,EQDRpaC6NItQYjNmmudCcF5BjwqvOwmi6M1hpwSA3H41SsCF,EQDRpaC6NItQYjNmmudCcF5BjwqvOwmi6M1hpwSA3H41SsCF,['jD1ABf3eEQfksJKJZFX0VoaR28Q2ojgPXf8ts+WaHRQ='],['2024-05-20'],7597
EQC-BrsIYl2RQtXKngNT1RfC5s7nkkquvu2DagQ-r7z8fz_t,EQCzsiLJWPLkYJV7Dn2nijojSgsUthY3TpoLKfXPM4MWiV7Y,EQCzsiLJWPLkYJV7Dn2nijojSgsUthY3TpoLKfXPM4MWiV7Y,['2soZzAYP2r/nU4eYLEaonxyLUROeaCa5U2L0YLOGhbo='],['2024-05-20'],7499
EQC-CQYo7bXsGApx8zfZU1jYZkpMb4AzkCV9vDqrWWE4OR03,EQAHZWczFHrrD3gM0P34f4iIZPSd0bk_YrKUUKsedzM2Oq9B,EQAHZWczFHrrD3gM0P34f4iIZPSd0bk_YrKUUKsedzM2Oq9B,['idXcJoQbts0dfl3ueeNWL/LkysIxH1lUsFI8lg015cg='],['2024-05-20'],5000
EQC-Cpki_yOrZ3Z9Ha-5t1QFVt0eS8_dqz2AbL-HT0ui7mJb,EQBe-DkODkyCdUy_7B7uXrYMdQhnYSd0V_g2VdTd8JVp4dKi,EQBe-DkODkyCdUy_7B7uXrYMdQhnYSd0V_g2VdTd8JVp4dKi,['36FIWTfTeKXyB667qfEqlspDF9liR6tD962D02iFCQ8='],['2024-05-20'],2246
EQC-De5Nip5ZevyGZm2rtLMc_GPfgtgPf2iABdEA1InDhxuj,EQA8de39pdqBlYx4PyHizLS1b0GJ8t-yDvJSHDK3180xMGcS,EQA8de39pdqBlYx4PyHizLS1b0GJ8t-yDvJSHDK3180xMGcS,"['U3A5lrEHVX7bXspWZrl5RGzxkWCqhmGNeEfPwBzVmC4=', 'UqP4/rE6gUc3QSENFp8U+FQnJ43ykyb/QSOMiKMiRT0=']","['2024-05-20', '2024-05-28']",32051.95754
EQC-Dw-vWJKMyWSXvFkWMGp7rzZhZuycVQY0vbvj0hDAflQL,EQAVXc3yadhqEAgRiMZ5JyUTKnL4S8UyQVukk32_GR-07lZh,EQAVXc3yadhqEAgRiMZ5JyUTKnL4S8UyQVukk32_GR-07lZh,['l4NDX98HwRhnv14sekCjOdLtLKyJkVwZiqEqGKOGCtw='],['2024-05-20'],12520
EQC-Eq0OG2dJfFIIPPxWMCZ-wvDQlYdD_rdAqE8w0AqNyz5f,EQDJ8n91mGXxhJ51D_Q_Syx7otmoxbyZAs4v1RqksxDjsLJD,EQDJ8n91mGXxhJ51D_Q_Syx7otmoxbyZAs4v1RqksxDjsLJD,['QlcxFbhFuUbi/5teVrkxroXPHZTS5egY+iTuvuntcjY='],['2024-05-20'],15611
EQC-J-xEVYiIiX07F5U-whYy4uXNAwbh1UQxhX1a5UlbuIqx,EQBgOwwzeuAvu_M_HIQwT7yTiMqywbety8pR6l76dnACdLAv,EQBgOwwzeuAvu_M_HIQwT7yTiMqywbety8pR6l76dnACdLAv,['7Ge7J7VDJjKo2ojST8WcrArCoSbOb47trUHK+60rJd8='],['2024-05-20'],2409
EQC-PcetdU6Gau4-Y-_75KVWQIsNNsBKqEjEyFfaDI-jmBgw,EQAx-RJMMCIcxS2nZpsVelUh8OwWR5Oqsz8OsWYgdgUPm6yO,EQAx-RJMMCIcxS2nZpsVelUh8OwWR5Oqsz8OsWYgdgUPm6yO,['wFj7zMF5ITI1UfMlVXsecrQYdT6WJA2vIC+XjZ6IbYw='],['2024-05-20'],5309.488991
EQC-QQ1z0wbakF-3XrRM7SgOiBaBAOUEJ8MB9Xo2aGRjcy9a,EQCNAM-UdB_DxGjQDJMziJ6r0ygEMqu6b-32yjqIwWVROShC,EQCNAM-UdB_DxGjQDJMziJ6r0ygEMqu6b-32yjqIwWVROShC,"['I4aCQz6EnekMQMb6TDz5/qX7ZBIHFXxnzcXhbQdVoZg=', '/l9p8mLnLiDL0ZAB1Z5Bc9si4EjfHw5111lATD0I9QI=']",['2024-05-20'],13668
EQC-S3sbMEgIbCGPpV7RI21CuXfFQU9KtPhtIBHYIYXOKput,EQClYUHFBDmMX7FsMx3qqxAxxYF_ULrmnT2c5lZjL0VJstoV,EQClYUHFBDmMX7FsMx3qqxAxxYF_ULrmnT2c5lZjL0VJstoV,['7gDVYr/0gtPtJ08RHQt9gRVpPdxrTIX8waLCHlr9vXc='],['2024-05-20'],24546
EQC-V1iXGBOk6uuSTO00hM-kNQvSDunBHxNT1x1656uaeZQ8,EQAqPtnFt9IMSZzkWHyFQPso2fH5GaoJKWZ_l8if3ExznKTP,EQAqPtnFt9IMSZzkWHyFQPso2fH5GaoJKWZ_l8if3ExznKTP,['f0toCLSODLRFuDF61/w6xiB25VykGcGnGq/gmGL74Fo='],['2024-05-20'],4341
EQC-VFqFGwqCtJelf2exyTIVMb5xr3OAACnfgSpWf2WZsgoR,EQA14q4q_yCiNTbP6PSpsdMzsOo-sQs6uQjszmTyerPAfSop,EQA14q4q_yCiNTbP6PSpsdMzsOo-sQs6uQjszmTyerPAfSop,['lRRP/g5X2POySjn27XYSSrkKZCAT5KvCwLic24VHf4Q='],['2024-05-20'],1618
EQC-YhYt7pUFg9X4gCL0lkGKy0qcoFxYbe9LdfEx6gOBvNRl,EQAZcJvcHP1FlDJ1WdqEaHkLoKth4mYg119hmOPwhcZ3z4m4,EQAZcJvcHP1FlDJ1WdqEaHkLoKth4mYg119hmOPwhcZ3z4m4,['R6pDydVdd4x24u/rSUwV4f+BYwdqHtCOfl9l+VSmTlw='],['2024-05-20'],5900
EQC-ZKgOClBDWUThdWdMMLIt16peoVkJWYwYWQgKpXuTTmOX,EQC9IT3DvsV74LWz5Vr2j6f0s9XOLqcsTeXMZjMyn0GnNPMa,EQC9IT3DvsV74LWz5Vr2j6f0s9XOLqcsTeXMZjMyn0GnNPMa,['tKEeHL982pSiB0sMXa5I4ifHX6eE7Nz/DrvQai6FSJc='],['2024-05-20'],3055
EQC-ZTGHScDIJYRwGcUoTV4udFH4X6laUY8O-U3oHOifHf3R,EQDIrcaijAmBMaQq7eFQ7srQ9q9ugUCEfERSWBTIj8yuGBVb,EQDIrcaijAmBMaQq7eFQ7srQ9q9ugUCEfERSWBTIj8yuGBVb,['URaeW8+G0hCh1vPT/w3tSj20KzcvlZOJi/SkeCEeRDk='],['2024-05-20'],1000
EQC-a3eqF1CGI-nIAPpNVmrAPrFqGSjaz1NCzlzi5B9R2p1A,EQCb91xy70kSvXKVPfErkjmcI-QGnjtqlXFpg7060pIOYpGA,EQCb91xy70kSvXKVPfErkjmcI-QGnjtqlXFpg7060pIOYpGA,['dDLUbIKOCwzFtuFkrKP5K7Y6THT6/XffNU2HfvvdN9A='],['2024-05-20'],11707
EQC-bC3QItcnlFVm2YYHw17x71k4Pvi3oOyosuh-Bl6rIdax,EQDiI1ShfqlQSUv99k8ECoxViSEdljTnXWuxKRkMAV5zY2yF,EQDiI1ShfqlQSUv99k8ECoxViSEdljTnXWuxKRkMAV5zY2yF,['giVEf1ZwxNiKH5pDWUa2ADB3SXkzL+g/rixYnwjXwQc='],['2024-05-20'],6629.335804
EQC-b_oMXEna2XKiYAyIvS3cseSWqQAJLC1YvE3VCi579nlv,EQAe7JmrJky0VlpcjQ4m7soAebdJEeu9KZseFSWRHQSTg99Z,EQAe7JmrJky0VlpcjQ4m7soAebdJEeu9KZseFSWRHQSTg99Z,['1dogwqU5I272UlHDWq86oD1D8lcQkuMO7o9TlBUnQfc='],['2024-05-20'],6416
EQC-c0INCs2xvzks9isK4AQaNPrXXVcMava1iplXIk3ddesC,EQDS6h6z0ZF59B-93-Y3Yrs_fVGaR4pHtrkGmGu593lUGf3Y,EQDS6h6z0ZF59B-93-Y3Yrs_fVGaR4pHtrkGmGu593lUGf3Y,['XHVy+qKyOvneqroU5lTfZ1hmwoCT+oJF7SmEOWC9LUA='],['2024-05-20'],3912
EQC-fgrTmUPUF-y3oPQwoJraVX5N-Gv2tdqNSqVE7pIu4SDD,EQC-UVnj6ZtdVxHaLI8iAvTYtoGNHuAnJD8x5KAD8Ai6WB7j,EQC-UVnj6ZtdVxHaLI8iAvTYtoGNHuAnJD8x5KAD8Ai6WB7j,['0Td6QC+ofmD1xXlVS6RM183N5HpPQDcpyPljYnPge3E='],['2024-05-20'],1049
EQC-iNzGAdo-PxrG7RZLpBi5lfseARFiOMlHAzMYN9abtXlK,EQDCxMkxTv9lweGnfQIskcGz9K_q6JcrCp69moQxMkPgUcAc,EQDCxMkxTv9lweGnfQIskcGz9K_q6JcrCp69moQxMkPgUcAc,['ut53mV20SZWRE6EySXzzl20vTPt0ZM78lL8DkrUJGSk='],['2024-05-20'],1732
EQC-jxsCE2UsW4hQCdIAuwIoW4sDOOPAHBT6tMI9Hf5leFxD,EQBF0WPRrlpK8y9H-dzkn5AAT_oGR-08HMgYmXY_mC9Xd-jY,EQBF0WPRrlpK8y9H-dzkn5AAT_oGR-08HMgYmXY_mC9Xd-jY,['rnyS38/nuzfZJRd9rUSOsV+GhY1/16Rce+9YCYB+vLo='],['2024-05-20'],4152
EQC-kDnqfSEnVoAlbtC_DLFxmMhrUvmR_BNNqdn22HFAdQGL,EQBpBHcQVc12NloFlbdTlXhpQxHE3JzOuMxfhEKh1lnWNUc7,EQBpBHcQVc12NloFlbdTlXhpQxHE3JzOuMxfhEKh1lnWNUc7,['juQ3Dr6L7hGv3IU04FmRfkYg5lxC5s9z12Wv16Cfl/c='],['2024-05-20'],8352
EQC-kJcFLN7xvEtAQsjRycsRkITRVfCY2Fy041gLKhghjUVd,EQCwGdUfPcyO6SyeM6Ra1xxYbqBzGUvljQ5p01MhaLx0UL7I,EQCwGdUfPcyO6SyeM6Ra1xxYbqBzGUvljQ5p01MhaLx0UL7I,['JqbhzPaKX0iC9nIeDhx5ndqqryZA1t2dIARY6cPpNAE='],['2024-05-20'],3776
EQC-kOXaby_647S7K0bg4d-FZ7GcqcF_fl23LT9-vj02AHgN,EQDO0-2shhDUyep3nRUbxFXnOGJ6ZMSa3Bet0plF2QgNAf9f,EQDO0-2shhDUyep3nRUbxFXnOGJ6ZMSa3Bet0plF2QgNAf9f,['ccK2WeZgkO9eFM7ld7tFmCT1gG/oyH9sXxQ7JiBKz5s='],['2024-05-20'],13462
EQC-lwUkuRXlx9K4QRl6AG5vxTOn2Bq5tgOWWwIPwNjOUV2J,EQBRdRX1mclGGVt7gsUC6AGxMst7UnFv9y9QZAmmL6Nmh_Wr,EQBRdRX1mclGGVt7gsUC6AGxMst7UnFv9y9QZAmmL6Nmh_Wr,['nxMwL0uVwq7OuQW2+Yw5g1y7sjs13Q+stXrGDAP7mds='],['2024-05-20'],5900
EQC-p18xEEgziAMfQ9n2E0-SWKFo4ocUtqKupzdV3FDmF2ba,EQB2Hef-LGF5qY27mSNsqMe_cdMEUMUF_HpDtGIxElqCmqAj,EQB2Hef-LGF5qY27mSNsqMe_cdMEUMUF_HpDtGIxElqCmqAj,['c4Vf3bu+ZmjlphWNzeZcKOAhszK7t4rJh2DrBVk28Ik='],['2024-05-20'],12268
EQC-rWJPH6HLrtUdvvW_CdQJfrR1cLCYHtmXg_a3i1Gnr6YP,EQClYUHFBDmMX7FsMx3qqxAxxYF_ULrmnT2c5lZjL0VJstoV,EQClYUHFBDmMX7FsMx3qqxAxxYF_ULrmnT2c5lZjL0VJstoV,['x6PQNVMVvqMv3eoLrvVHdt1w0Sjpk4SZEfXT7RutU1w='],['2024-05-20'],6131
EQC-rbMBv1_6DEMCYSc3LHJxFtKpA1f3ytE_Lxk_1zk3BOLG,EQAIHCbTGzbwiEDZFpvm3fdWfM-5Etz2OGeguBLmRIAPKqZx,EQAIHCbTGzbwiEDZFpvm3fdWfM-5Etz2OGeguBLmRIAPKqZx,['wOgIgynG3m2JCXzWcMz0TBgbOHpvUrxFhQxRRrjNGAM='],['2024-05-20'],10234
EQC-s_QmPRQZHMAoip3AJeTxWqB2H39SLa3kilRp8HOtkr2B,EQBU9M76YHrS6n6TzMw2ruknxn7XpE0VzyCd9WD5OqvRWD1Q,EQBU9M76YHrS6n6TzMw2ruknxn7XpE0VzyCd9WD5OqvRWD1Q,['1SA+/mGR4fIc/YUIyHA9zRHr1I2XwCFkGkTNltSxkiw='],['2024-05-20'],4285
EQC-tmhqkiRG_M2PPqcHhNEewo-m8oYSWXNkRx-U3ikckj1w,EQD7O2F4rwVNIpWnC6ubixaTgEClXfGLkzcjWd64XDhzPzJJ,EQD7O2F4rwVNIpWnC6ubixaTgEClXfGLkzcjWd64XDhzPzJJ,['i9yD8jG5fRCs5iiRUXDTpvAfWDHJNoN3exOzN98pulc='],['2024-05-20'],7294
EQC-ySc_iHQxuVgyT3HqghRJ8nGOz9x_4FS_AJ14t6kRHJNb,EQBP2HIiWhbJ198nAKr9oSL9JjjhyAOuddUcDSJYcHGLY5LH,EQBP2HIiWhbJ198nAKr9oSL9JjjhyAOuddUcDSJYcHGLY5LH,['GPim34BY9R42vXIGqks38uq1ShawKsfiqbgGR56rGzE='],['2024-05-20'],2051
EQC01FcRRVSe1t7NArV2-x0RR3z75Uazr7JxSitbrGfPFcwI,EQALCKAXobgVCxjD0ch7xw9qHcp-ahguSb7UvrrV8WXCfF_s,EQALCKAXobgVCxjD0ch7xw9qHcp-ahguSb7UvrrV8WXCfF_s,['Jm/EHmTnJSEbIKmEkUwAd7XYfHv0sktRnCs6C/VBcRg='],['2024-05-20'],9486
EQC01bwnPKFk37-rWBFY0l7zorth-IYwqLtr2UOUe-BGAmgx,EQD7O2F4rwVNIpWnC6ubixaTgEClXfGLkzcjWd64XDhzPzJJ,EQD7O2F4rwVNIpWnC6ubixaTgEClXfGLkzcjWd64XDhzPzJJ,['wrFVng26sEaO8rGhle4B0sAbWomp+W+Iw43aEIPYOJA='],['2024-05-20'],3869
EQC02m0W9cvxjC54JV3-DJzZb7hkj2_PHEni6wLnOFQOYU-Z,EQBMEWENrLQg8sDRxw2hVDwTxkdP1xK1dW6pIiRreBUr_RF1,EQBMEWENrLQg8sDRxw2hVDwTxkdP1xK1dW6pIiRreBUr_RF1,['x4lPsTH3OBFc8n07I00cl3SFj6EoeuMssA0mLWo8T78='],['2024-05-20'],7272
EQC09NwrEIIOeVw2sRgtWoDLbZyNQLJlSeWE2yiYgrHigZ9W,EQCXadw1UFuVXjLEuU379J5pFG5-LBM4n-79Or767DC1qTfA,EQCXadw1UFuVXjLEuU379J5pFG5-LBM4n-79Or767DC1qTfA,['kC8yRDuCGClNCtPWe2cgKObNnaYF/lR+YurXc0WC+iI='],['2024-05-20'],3000
EQC0AshWPYB_6VDjPy-1ly_5-6Ft3kdBm1hDspTAY_qDhyPP,EQDP7oduov5bTRxQZYM1Xjwz40b-kWk1ErNlubVhQektqRUZ,EQDP7oduov5bTRxQZYM1Xjwz40b-kWk1ErNlubVhQektqRUZ,['gMDhKPcPNRC3tJwFizZ+36HHjceWbnbgpXBX3/kINKM='],['2024-05-20'],15020
EQC0E5pV2MfKI92cXVXu0HIs7uC7M3eZThYPymEQh4wJULdK,EQA21_87c44FgBsU4jb2rRkJWDsNDnI3WBwlINd3x4PIug0y,EQA21_87c44FgBsU4jb2rRkJWDsNDnI3WBwlINd3x4PIug0y,['k23RygmYVYgDnsXkpeuty1y3pG2oMM01ja/K6K4xYB0='],['2024-05-20'],5308
EQC0GGSavFnmvcFvtIJY6ztzIV24b1yPZZRcDpiz6BYT-FVH,EQA-Xb7FMlbv9OOwr6T2PD2RjXF6EWGEhqqMo01AMyKsOWj6,EQA-Xb7FMlbv9OOwr6T2PD2RjXF6EWGEhqqMo01AMyKsOWj6,['y0tkV2ZxliYfWy7pYCtHFviQs/BWXmMeAbexfyDD2Gk='],['2024-05-20'],3816
EQC0KQ9CZ7nzMSW1d66wh6vw3xdRTESrNt4NZqVZluVIg0Dv,EQAqxXihIW5e9Av3bfZUMVUuHLcSxNQiXC7QEWUnCaiO4woL,EQAqxXihIW5e9Av3bfZUMVUuHLcSxNQiXC7QEWUnCaiO4woL,['mvBpwaUOmd75+yjUduEWkazP24yXdtXERP4nVWXepbg='],['2024-05-20'],1000
EQC0L2ZgEocQKhcz7qzvfgm1NIlt5MVbCFJzJWw9O7d8WzAV,EQC3P0haRtrVT1gMVoPikbFO__UlrR7N_DGx6tWWMZ5fslpK,EQC3P0haRtrVT1gMVoPikbFO__UlrR7N_DGx6tWWMZ5fslpK,['SMLxsg/T4qn/etV+++C9I3fpQsLCqdyUNr80myaMX9c='],['2024-05-20'],2095
EQC0MJloOmqlhfmPzXmjNC3T4QlCnFsI5itIHq0TABmYFIox,EQDTWh2DkKGgH4Aiie7-tBdoJvEN2ewnEZuyNHWJHsTWOiSb,EQDTWh2DkKGgH4Aiie7-tBdoJvEN2ewnEZuyNHWJHsTWOiSb,['3Bz5g3e51sIgdB+tveiofnjuUXV0ijM4aEzrdP2+0Z0='],['2024-05-20'],5325
EQC0MrvFW6AGXybKzdVawaOPEHH2dSZ6AFkyF5I8iKJeY3Ju,EQBgu2nalDwbhUalLvdpvPjH1xEPCWWh_w4ih3vUjGpCEoYr,EQBgu2nalDwbhUalLvdpvPjH1xEPCWWh_w4ih3vUjGpCEoYr,['1NQx/CCJ+AZCgWGzIizy7SbQ35iDQ91OLIrlaIK5rTc='],['2024-05-20'],3653
EQC0N0K8x_uA67IVu3jqJvtcvzBAdarLeGDJbQw3MJOaMQZm,EQCM-oYp6MkMjQSXNUUnoiA-cYLNtoARpXPObEZB4Tu0XyMs,EQCM-oYp6MkMjQSXNUUnoiA-cYLNtoARpXPObEZB4Tu0XyMs,['ZQlW9o21eclqq+wGZO/FG+fY76B1ucMdvijdiTH4+90='],['2024-05-20'],1040
EQC0O75cIvDGXCdiyJFtZ3dq2fOodOjvInkJmSqms166GivH,EQCICf2J9u9soWGxfyKhFKLEoAxc8L-wEAkzdyCmzWSa9fUT,EQCICf2J9u9soWGxfyKhFKLEoAxc8L-wEAkzdyCmzWSa9fUT,['L8jYRnSkBcWKKUWSixBIAUmNzHBu+IkRbJlqCUQxnZc='],['2024-05-20'],5355
EQC0Rw0r6KP_9ZdEs4muztrctLBiSsiSAYF2ThUtOUWy6u9r,EQDxiFKMoAQAHdFqXETNoHgHFSvARjYuTfewj9oXUothTr0i,EQDxiFKMoAQAHdFqXETNoHgHFSvARjYuTfewj9oXUothTr0i,['EYnSsBzcPvnnnxpxZNfeVVANBmn5YAEIFbo+FB/iows='],['2024-05-20'],2996
EQC0STp-Dglk6AncLaOM0ax7PFzRCp4sACcDvPWa_hxzO3d3,EQBPcm3lJfcdOxhpXJWyecgmuuboC-jT0vDsk7Tmg8fuZT6x,EQBPcm3lJfcdOxhpXJWyecgmuuboC-jT0vDsk7Tmg8fuZT6x,['wH4NLFoKnJe+0+Gu7Zv/kup7jqtQkfOZKKVyX7tA1oc='],['2024-05-20'],7336
EQC0Sta81aujX_x5joeekPz5XWrnDESnkHoGkIJvy0UJ-v94,EQB_6vIpgfYJsI5hBYAK1TDfsdzpMPC6PASl5TeSmLJynt_4,EQB_6vIpgfYJsI5hBYAK1TDfsdzpMPC6PASl5TeSmLJynt_4,['VoVb3bhMlSOG7wi35lvhYResehoLqgA9N/ArLpp8ABw='],['2024-05-20'],8544
EQC0Yo8qXShmGhu0I6w_m_Df4iUimyIokt6C_TeMVw0ExwGU,EQBEodU0AbaX806nNl0iP_r4sAc9yZuvbL7rztGBbY0pltPj,EQBEodU0AbaX806nNl0iP_r4sAc9yZuvbL7rztGBbY0pltPj,['bSwqE9Xeyk7LJEuswxzAzfn/whkRbrdF57hsnt8U+xQ='],['2024-05-20'],2168
EQC0bSDmGN9Wn5mn7rZaTsadbDiGS6y_sAvjGSR53V2xZkhs,EQCnJLPHnoDWloDlix8N1GytY0hbxBiBRdGut6CDUOPrSA9k,EQCnJLPHnoDWloDlix8N1GytY0hbxBiBRdGut6CDUOPrSA9k,['sasSu2gmshncXmWZTodO/rHmdj/hKBDvfjpp59hpRgA='],['2024-05-20'],8136
EQC0jFa-Dqe8Boa1_NLQo_8DoxtfkG2JFEdtNpR8TWlelNwC,EQDjlSKzqDnBRKz3_epta-evGQvGFgkwdjh49qV5md1AY5Yo,EQDjlSKzqDnBRKz3_epta-evGQvGFgkwdjh49qV5md1AY5Yo,['1gpUOKHJg7frlAVd1AOBpBiI5n+Ht0lGWA7gYmwpiL0='],['2024-05-20'],1270
EQC0kZTQc4zK4us9uYsYg_y0kwIH6DkDJJjcAj1RpcZI9XiS,EQCPavxvSVeiKx3VE_NKRVN60Y9KDILsNImYwyoTytECc1HF,EQCPavxvSVeiKx3VE_NKRVN60Y9KDILsNImYwyoTytECc1HF,['hA0wl7kMCXuy0WNu3ZBtt2wjPx/6Asr0MXpwc0+Y6/M='],['2024-05-20'],3130
EQC0lQ16vdQu3eSxp-tET0xQYpMlanUduOSekZnks1BA1Bf6,EQDu5tnkRzqWidJcZAUYUI8DFs2Hbg3zt5cd0XgdGMkXhM8Y,EQDu5tnkRzqWidJcZAUYUI8DFs2Hbg3zt5cd0XgdGMkXhM8Y,['TQZcUhzro/zCnxScTb/H3TrYlvFQqBcJ2w0X03+Kgv8='],['2024-05-20'],12000
EQC0mNAst8VWr2WrmrfEba912RREMnfO4r1gv2VNYK-srg6u,EQAmPpmG5biZIDfCG-s1la_ck6xMBO0daZQDZCXDp0g04WWD,EQAmPpmG5biZIDfCG-s1la_ck6xMBO0daZQDZCXDp0g04WWD,['aE9wtkotNOiGbgYL4FWZnuM/8nw3gwvZCyr/nU2E5ug='],['2024-05-20'],3497
EQC0puiCdUL3ScDLmOvddGSI1U7w58a_Rs6fOErjXoaEdJ-S,EQCsfXFxJV8F3LAQCysKG3j6NOatLEi0XqvQs2o2VBzHcB8w,EQCsfXFxJV8F3LAQCysKG3j6NOatLEi0XqvQs2o2VBzHcB8w,['LNxbBaLq/aJaBQd6M/Dkj8al4Ofa4TQjzS9FYgTCgm8='],['2024-05-20'],1295
EQC0s3ht9avfmO5VrB9BvIFJMdbQoMrXz0WSNdargXVRIc-U,EQDijxVz9oFefPy5yP0UFUeqiW4qMFbEX9OpPzZcXsfi1IFH,EQDijxVz9oFefPy5yP0UFUeqiW4qMFbEX9OpPzZcXsfi1IFH,"['POzak1UcVz0LLL0tpEMaRQWO+FXB2+M5mqnrck0G5m0=', 'qt3wlpluSv82pXyHPJNfUYZsEICLCaRHQS0m9QsU+3w=']","['2024-05-20', '2024-05-19']",41944
EQC0tyrRBfRQd2ZWNHSpBPhJY64vaJUPJHbUXi5NlBc1jLe8,EQCwmEa3ilNfm6kZOsj94Ms1vsaaj7tdJJJjOl5zLRH3EJo9,EQCwmEa3ilNfm6kZOsj94Ms1vsaaj7tdJJJjOl5zLRH3EJo9,['FVYc7/xrGERXKRzaeJ8XbZrYGIsMKx2wgniQTcoZK04='],['2024-05-20'],7950
EQC0vAlQwh0xmuLUyVgZPRDvtNzPfbjaMWxvS-XIiR7P4dKj,EQB0-p2PHD64q8UKWSvOLGRqrhP5f0xz_y6GZWXFcU6Yv2L7,EQB0-p2PHD64q8UKWSvOLGRqrhP5f0xz_y6GZWXFcU6Yv2L7,"['7ciPXxY2iYjMjHzL6fe/578ekYxOvjiD0AIghjmrqLA=', 'DFxexaPQ7A3zUdIgFrDDoIFzMPVYxLz20CbM9esxOkk=']",['2024-05-20'],34494.495
EQC0xV56G1s13Pdjf90mR_uNJOIVQ7UEikCiu8ZqI_UzgDkj,EQAT98FBpVfkUXOKI3P3_wyxHY-v3Mg94toVfr05hhOsKoU8,EQAT98FBpVfkUXOKI3P3_wyxHY-v3Mg94toVfr05hhOsKoU8,['uThzPnH81uiDVTVvCNydV8FJFHg4nXTfTo8s+FAYJh0='],['2024-05-20'],6186
EQC0xwCj0ph-R7oiSE589gyOFlydlGJvcMmZVr3TeNrdZ-x1,EQD2-G0EAd6u6jNOsGwAxICwZgHy1CaOkfFJGh00RPJmabxN,EQD2-G0EAd6u6jNOsGwAxICwZgHy1CaOkfFJGh00RPJmabxN,['zYmUwaIxfmc/Nybs/mZfO0MzGhbf2SwobngbL6r0OJ8='],['2024-05-20'],5242
EQC11uUHEnxt7z9P0qmQf2NtYtfz9otghAsVRFJMCrLLlCSt,EQD5QCFJceSsGV2z5M-m53Q8JYrsRY9HY63YHSwsmcWs22eO,EQD5QCFJceSsGV2z5M-m53Q8JYrsRY9HY63YHSwsmcWs22eO,['uUK2bcEwFSw1JKqCCPSeSKHqCh75PpIpcsk96Kd9Vyc='],['2024-05-20'],6684
EQC16qYQukjjj8t3PczXyg3ZCb7zi4RkkHvBfLlQ9S6Kn-1S,EQDL8C33dug25vGPmHnC8Hr3VAjKkcwrrRa4WwAbaztohtKd,EQDL8C33dug25vGPmHnC8Hr3VAjKkcwrrRa4WwAbaztohtKd,['HB1iJU+FOlVcm38iEa9Y1dqdJ6Heu/QyKuophS58EbM='],['2024-05-20'],13234
EQC188oNS0y75YdGYll_O5m4PQuL5pL8OzbXMOz11qzvx1ha,EQA__vDy6UWVH-QQ6rzntpehpT4xra4pfH9vyRkkjfPxAP2P,EQA__vDy6UWVH-QQ6rzntpehpT4xra4pfH9vyRkkjfPxAP2P,['b+9M2coec41mqrAmzV9VIJwzGk1Qk+mwi3M/KzhZ/hw='],['2024-05-20'],2281
EQC1CbQ490VjJ1cp4RNUO7GRBeSalstPUn6MXnZMpix221uI,EQDQR2WAldyZ3x1ncFZGM7sug4yqmwYwwxwpJoLu-jQX0Fo-,EQDQR2WAldyZ3x1ncFZGM7sug4yqmwYwwxwpJoLu-jQX0Fo-,['Yt5VvVtf/NEMePzPjFFFneCIch1Y7muBc+8FKK7bnSY='],['2024-05-20'],9473
EQC1DDXL44uNJySWW5NyyGhtzKFnm1jCFAxux8BEn3Alq2q_,EQD8iYSLBC2B_wePpQTkIhSlJ5VyjcqP9VSL7k9MyHlqWLzE,EQD8iYSLBC2B_wePpQTkIhSlJ5VyjcqP9VSL7k9MyHlqWLzE,['B5jNhOSkBciY7L6JECPP2OSj96Y9RyjgltFQM0ohOn8='],['2024-05-20'],8035
EQC1ETPS1_yCRJA9IIwgRZPMtCi6M41XlSeltWAmV2tloQng,EQC4Zl51USzt41xbWd-yP_X596HjnhFZf2Ivn9x7QsOY0r72,EQC4Zl51USzt41xbWd-yP_X596HjnhFZf2Ivn9x7QsOY0r72,['zI2/Q5w3jUM4XziqZwID/b7kcPsI+3I4RwtMxyyLcyw='],['2024-05-20'],6138
